Row,Original Index,Person1,Intelligence1,Determination1,Calmness1,Politeness1,Aggression1,Sophistication1,Incoherence1,Rudeness1,Stupidity1,Articulation1,Unsophistication1,Laziness1,Person2,Intelligence2,Determination2,Calmness2,Politeness2,Aggression2,Sophistication2,Incoherence2,Rudeness2,Stupidity2,Articulation2,Unsophistication2,Laziness2
822,1097,"Good morning; we wish you all a wonderful Monday. May God's blessings, mercy, and grace be with you. Holy Spirit, go out beforeus in Jesus' name. Amen
",3,2,5,5,1,2,1,1,1,5,1,1,"Good morning; we wish u all w wonderful Monday may God blessings, mercy, and grace be with u all.Holy Spirit go out b4us in Jesus name Amen",2,3,4,5,1,2,1,1,1,3,2,1
823,1098,"Why do we have to steal my saying though? \""Slow dancing is how you catch feelings.\"" I said thatsame exact thing last night
",3,3,2,5,1,3,1,1,1,5,3,1,"Why we gotta steal my saying tho. ""Slow dancing is how you catch feelings"" I said thatsame exact thing last night
",3,2,3,5,1,3,2,2,1,5,1,1
824,1101,"Wow! Lilacs and champagne at Metro, one of the best shows I've seen Jazz metal? And westill have Grails to go
",4,5,3,5,1,4,2,1,1,5,1,1,"Wow! Lilacs and champagne at metro.. One of the best shows i've seen. Jazz metal? And westill have Grails to go!
",4,2,3,5,1,4,1,2,1,4,1,1
825,1102,Someone should upload a video stream of a what a cat does 24/7 as filmed through a go-pro camera attached to the cat.They would become an internet sensation,3,4,4,1,2,2,1,1,1,2,3,3,"someone should make a website where they stream a go-pro camera that is attached to their cat, 24/7.They would win the internet.",2,5,1,2,1,3,1,1,1,3,3,2
826,1103,"Do you care? Do you love it? You answers should be \""no\"", and \""yes\"", respectively;if you are Icona Pop
",2,3,1,4,4,2,1,2,1,4,1,1,"Do you care? Do you love it? Your answers should be No and Yes, respectively,if you are Icona Pop.
",2,3,1,4,1,4,1,1,1,5,1,1
827,1104,"I can't wait to open up my own store. My boyfriend will be home soon andwe are going to be successful together
",2,4,2,5,1,2,1,1,1,4,2,1,"Can't wait to open up my own store!! My boo be home soon andwe gonna get it together!!
",2,5,1,5,1,2,2,2,1,4,2,1
828,1105,"Man, it's hot as shit out here! I see why I normally sit in my car when I'm onehouse away from the bus stop
",3,2,1,4,5,1,1,5,2,3,5,5,Man it's hot as shit out here!! I see why I normally be sitting in my car and I'm 1house away fr bus stop!!,2,3,1,2,4,1,3,4,2,3,4,5
829,1106,"I was warned long ago by your friends! Shaking my head. Yeah, change soon! You act crazy because you're emotional.Shaking my head. Really, who does that
",2,2,1,1,4,1,1,4,2,3,3,1,"I was warned long ago by your friends!!! Smh.... Yeah change soon!!! U trip cause you in your feelingssmh really who does that???!!!
",2,3,1,1,5,1,4,5,4,2,5,1
830,1107,"Who would want to buy the tape of Rocko running and Guwop kicking him in the ass. With my shoes on, haha.\""I want $250,000\"" I'm laughing so hard",2,4,1,1,4,1,3,4,2,3,4,1,"Who wanna buy d tape of rocko running and guwop kickin him in ass. Wit my house shoes on lol.I want 250k"" I'm dead!!!",1,4,2,1,4,1,3,4,4,1,4,1
831,1108,"Then I got with the Jazz, Bear, and Larry, and won unlimited chips. I was the manas a pup. Facebook, huh
",,,,,,,,,,,,,"Then I got with Jazz, Bear and Lary and won chips in unlimited I was the manas a pup"" FB huh
",,,,,,,,,,,,
832,1109,"The tilapia looked amazing and I was so hungry. Wow you really need to calm down
",2,1,2,4,3,1,2,4,1,3,3,2,"Solid that tilapia looked all that I b hungry looking atya shit u gotta chill
",1,2,1,1,5,1,4,5,3,1,5,2
833,1110,"You all do know guys are doing cuffing season for their 10th year straight is doing thisall the fuck wrong, right",2,4,1,1,5,1,1,5,1,3,4,1,Yall do know mogs doing cuffing season for they 10th year str8 is doing thisALL THEE fuck wrong right?,1,3,1,1,4,1,4,5,4,2,5,1
834,1112,"It depends on how you meet me. I simply do not care about a lot of stuff that most do. So itcan appear as \""chill\"".
",,,,,,,,,,,,,"depends on how u meet me...I simply don't care about a lot of stuff most do...so itcan come off as ""chill""
",,,,,,,,,,,,
835,1113,"It's crazy how common practice it is for people to exaggerate their height, like 90percent of people do it",2,1,3,5,1,2,4,1,1,3,3,1,Its crazy how common practice it is for ppl to exxagerate they heights...like 90percent of ppl do it.,2,3,1,4,1,1,4,1,2,3,3,1
836,1115,"I don't think Ye is gay. I think he's just animmature little guy with talent..
",,,,,,,,,,,,,"I don't think Ye is ghey, I think he just aimmature lil nigga with talent...
",,,,,,,,,,,,
837,1117,"sorry Sheem, I'm over 6 feet and I never had to jump throughhoops...I only dunk alley oops",3,1,2,5,3,2,1,1,1,4,2,1,"sorry sheem, im over 6 feet and I never had to jump thruhoops...I only dunk alley oops.",3,2,2,4,1,3,1,1,1,4,1,1
838,1119,"So a Church lady just asked me on the train if I attend strip clubs.   I justmoved seats away from her
",2,1,3,3,3,1,1,4,1,3,4,1,"Sooo a Church chick just asked me on train if I attend church...I justmoved seats away from her...
",2,2,5,2,4,1,1,5,1,4,3,1
839,1120,"I don't know how it happened. But heroin is now back on the scene inChicago in a big way.
",1,1,3,5,1,2,1,1,1,4,1,1,"Iono how it happened...but Herion is now back on the scene in theChicago in a big way
",3,4,2,1,4,2,1,1,1,4,2,1
840,1121,"You guys with no experience, expecting six figures out of school? Blowme... Who sold you all these dreams??
",1,3,1,1,4,1,1,5,1,3,4,1,U mogs with no experience expecting 6 figgaz outta school blowme...who sell yall these dreams???,1,3,1,1,4,1,4,5,5,1,4,3
841,1123,"Package Bossman... I think that was the 90s, he was in the Louand ESTL skating rinks, hahaha",2,4,1,3,1,2,1,1,1,4,1,2,Package Bossman...I think dat was the 90s he was in the Louand estl skating rinks lol,2,3,1,4,2,1,4,1,1,3,1,1
842,1124,"You all better not be giving ANY money to a mog with gray hair playing on buckets next to the road!
",1,2,1,1,4,1,3,4,3,2,4,1,"Yall bet not be giving ANY money to a mog with gray hair playingon buckets next to road!
",2,2,1,1,5,1,3,5,4,2,4,1
843,1126,"I am going to speak to this person who works at Lowes once I am finishedwith my responsibilities
",3,3,4,5,1,2,1,1,1,5,1,1,"Imma speak on this perp that work at Lowes once I'm donedoing this grown up shit...
",1,4,1,5,3,1,1,4,1,3,3,3
844,1127,"Man, I haven't worn a pair of Wheat/Brown Timberlands in a long time. Ilove that they're coming back in style
",,,,,,,,,,,,,"Maaan I ain't rocked a pair of wheat tims in hella...Icelebrate them coming back lol
",,,,,,,,,,,,
845,1128,I think 2014 will be the year of the Mistress based off of the waywomen celebrate Olivia Pope..,3,5,2,2,1,4,1,1,1,4,1,1,I think 2014 will be the year of the Mistress by the waywomen big up Oliva Pope...,2,3,1,4,3,2,3,2,1,2,4,1
846,1129,"That was a great show tonight! Do you think that you can send the furniture backwith Dr. Phil? These ottomans..
",,,,,,,,,,,,,"Great show tonight! Do you think you can send the furniture backwith Dr. Phil? Those ottomans...
",,,,,,,,,,,,
847,1130,"Haha, I'm 23, so its not forbidden to say for us. I remember Kemba Walker said it after the UCONNchampionship win. I was surprised",,,,,,,,,,,,,"haha I'm 23, its not forbidden to say for us. I remember kemba walker said it after the UCONNchampionship win. Surprised I was.",,,,,,,,,,,,
848,1132,"They do not really want to get with us. They say they want to get with us, theydo not want to get with us
",2,2,1,1,4,1,5,5,5,2,5,1,"They don't really want it with us, say they want it with us, theydon't don't want it nigga
",2,1,1,1,4,1,3,5,2,2,4,1
849,1133,"Man, you should have told me you so I could have given you your 101class, *laughing out loud*. *laughing out loud* I should have",2,2,2,3,3,2,2,4,1,3,4,1,"man you should hv told me so I can give you your 101class lol""lol I should of",1,2,2,4,3,1,1,3,4,3,4,3
850,1134,"\""I hate everything about moving.\"" \""Yes, me too.\"" \""The freaking worst.\"" It will beover before you know it
",1,1,1,1,5,1,1,4,2,3,4,1,"Ihate everything about moving"" yesss me 2""the freakn worst"" it will bover b4 u no it",1,2,1,1,4,1,4,5,3,2,5,1
851,1135,"109 is hard. \""Yes, God. How do you get up there so fast?\"" I amaddicted and now I am stuck.",2,3,1,4,3,2,1,3,1,3,4,3,"109 hard ""yes gawd""how u get up there so fast"" I'maddicted and now I'm stuck",2,3,1,4,5,1,3,4,2,2,4,3
852,1137,"The thing that caught my eye is the same thing thatmakes me change my mind
",,,,,,,,,,,,,"The thing that caught my eye is the same thing thatmakes me Change my mind!
",,,,,,,,,,,,
853,1138,"Getting my hair cut soon. I need that contact. I am going to need you to meet me in your dorm. Ihave to ask you something. Okay okay
",2,4,1,4,1,1,3,3,1,2,4,2,"Gettin my hair cut soon,,I need that contact,,.im ah need u to meet me in ya dm Igotta ask u somethin"" kk
",2,3,1,2,1,1,4,4,1,2,4,2
854,1139,"I have been in the bad part of town gathering this money up! I miss my favoritetwins... Are you all still around \""Bmore\""?
",1,3,2,1,4,1,2,4,1,2,4,1,"I been in the cut getting this money up! I miss my favoritetwins.. Y'all still out bmore?!
",2,3,1,4,4,1,2,2,1,3,4,1
855,1141,"I need help, my phone keeps powering off on it's own and I need instructionson how to fix it, help me please
",,,,,,,,,,,,,"I have a problem, My phone keep shutting down by it's self what do Ineed to do..... HELP! PLEASE
",,,,,,,,,,,,
856,1140,"I have so much hope in a person. In reality, they will never change! I'mnot wasting my time with it
",3,4,2,5,1,2,1,2,1,4,2,1,"I have so much hope in a person ! Reality check : they will NEVER change !!! I'mnot foolin with it !!!
",2,4,2,1,5,1,1,5,1,4,5,1
857,1145,"Why is he able to make me so angry and then make me fall back in love with him again? Is that what people mean when they talk about an emotional roller coaster? I can't believe it
",,,,,,,,,,,,,"Why does he make me so mad and then make me love him again? Is that the emotional roller coaster everyone singabout? Excuse me but damn!!!!
",,,,,,,,,,,,
858,1146,"I'm happy for the Jets. They are going to need all the helpthey can get this season
",2,2,2,5,3,1,1,2,1,3,2,1,"Happy for the Jets. They are gonna need all the helpthey can get this season.
",1,2,2,4,3,1,1,1,1,3,3,1
859,1147,"Why do Rebulicans always want to shut down the government? They are complainers and cannot stand to fail. The ACA is great for a lot of people and their finances
",2,3,1,1,5,2,2,5,3,3,4,1,"Why is it always the GOP who wants to shutdown the gov? Cry babies! Sore losers. ACA is goodfor many and the pocketbook.
",1,3,1,1,5,1,3,5,3,3,4,1
860,1148,"Today was really good. I'm so happy to be alive and well. I'm really grateful for all the many thingshe has done for me!
",2,3,4,5,1,2,1,1,1,4,2,1,"Today was really good. I'm so happy to be alive and well. I'm really grateful for all the many thingshe has done for me.!!!√√
",3,2,5,5,1,2,1,1,1,3,2,1
861,1149,"My daughter washed the dishes for some cash. Once she got paid, she said, \""I'mrich and I'm getting richer!\""
",,,,,,,,,,,,,"My daughter washed the dishes for some cash. Once she got paid, she said ""i'mrich and in getting richer""!
",,,,,,,,,,,,
862,1150,"If you can't afford to fill up your gas tank at least once every twoweeks, don't buy an SUV
",2,3,1,5,1,3,1,1,1,5,1,3,"If u can't afford to fill up ur gas tank at least once every 2wks, don't buy a SUV.",2,4,1,3,4,1,1,1,2,4,4,3
863,1151,"I am about to finish cooking on the grill, and then I'm going to relax with my wife andmy daughter and watch my girls
",,,,,,,,,,,,,"About to finish cooking on the grill and chill with my wife anddaughter and watch my birds
",,,,,,,,,,,,
864,1154,"I wish I was on this show. I'm into Marvel and are one of thebiggest nerds in Indianapolis
",2,3,1,4,1,3,1,1,1,5,1,1,"I wish I was on this show, I'm all about marvel and I'm one of thebiggest nerds in Indianapolis xD
",2,2,1,4,1,2,1,1,1,4,1,1
865,1156,"I have three children and I promised them we will not live here forever. I would rather die. I don't want to have to go back on my words
",3,5,1,1,3,2,1,3,1,3,1,1,"I got three kids and I told them we gonna make it out the Hood and I rather die beforeI take my words back
",3,5,1,1,4,2,3,2,1,3,3,1
866,1159,"Oh well, Sneaker Con was fun. Look Lounge is where youall should go tonight
",,,,,,,,,,,,,Oh well Sneaker Con was dope.... Now LOOK LOUNGE is where uall need to be 2nite.,,,,,,,,,,,,
867,1161,"I'm not acting too crazy. I'm just going to watch and see how this develops. (I sit back, kick my feetup, and put my hands behind my head.
",2,1,4,5,1,2,1,1,1,3,2,4,"I AINT REALLY REALLY TRIPPIN.IM JUSS GON WATCH N SEE HOW DIS SPANDS OUT (SITS BACK,KICKS FEETUP,N PUTS HANDS BEHIND HEAD)
",2,2,4,3,2,1,2,4,1,2,4,5
868,1163,"Oh no! I'm not going tomorrow because I have to go to theeye doctor who dances like Carlton
",,,,,,,,,,,,,"Ooohhh snap!!! I aint goin tmr cause i gotta go tuh daeye doctor (dances like Carlton)
",,,,,,,,,,,,
869,1164,"He was rapping and when he arrived home he saw all of his belongings.They were on the porch
",3,1,1,5,2,2,3,1,1,5,1,1,"""meek mill rap like he came home n saw all his shiton da porch"" JSJSKSKSKSKSJJDDHH LMFAOOOOOOOOOOOO
",1,5,1,1,4,1,4,5,3,1,4,1
870,1166,"Do you want to get blocked? Reply to my Tweet with a mixtape, song or a video. I will fucking jump throughthis screen on your ass
",1,4,1,1,5,2,3,5,1,2,5,1,"Wanna get blocked? Reply to my tweet wit a mixtape, song,or a video. I WILL FVCKIN JUMP THROUGHDIS SCREEN ON YO ASS.
",1,5,1,1,5,1,2,5,3,3,4,1
871,1168,"Parents ask to ask se my twitter. I said okay, I will ket you in a minute I log out of twitter and delete the applicatio
",1,3,1,1,4,1,5,5,4,1,5,5,"Parents: lemme check yo twitter. Me: ok juss give me a minute-logs out and deletes app-
",2,3,1,2,4,1,5,5,5,2,5,5
872,1169,"I'm laughing; I've been trying for about three months to make him see it, but her never noticedit. So I just stopped trying
",2,4,1,4,2,2,2,1,1,4,3,4,lmaooo i been tryin fah like 3 months for him tuh see it but he neva noticedit.so i juss stopped trying,2,4,1,2,5,1,4,3,1,2,4,5
873,1170,"Meek Mill raps like he just ran from the cops and he is explainingwhat just happened. That is so funny.
",,,,,,,,,,,,,"MEEK MILL RAP LIKE HE JUST RAN FROM THE COPS AND HE EXPLAININGWHAT JUST HAPPENED"" ahhh lmfaoo
",,,,,,,,,,,,
874,1171,"Meek Mill raps like somebody ate his leftover food in the fridge but they are allsaying they didn't do it
",4,5,1,2,5,3,1,4,1,4,1,1,"MEEK MILL RAP LIKE SOMEBODY ATE HIS LEFTOVER FOOD IN THE FRIDGE BUT THEY ALLSAYING THEY AIN'T DO IT""
",2,3,1,1,5,1,3,3,2,3,5,1
875,1172,"Meek Mill raps like somebody keeps cutting him off in themiddle of his sentence. I'm laughing so hard
",3,4,1,2,5,3,4,3,1,4,1,1,"MEEK MILL RAP LIKE SOMEBODY KEEP CUTTING HIM OFF IN THEMIDDLE OF HIS SENTENCE"" CTFUUUUUUUUU
",2,4,1,1,5,2,5,5,1,2,4,1
876,1173,"Hey, I know all you dudes heard that \""Pop Don't Stop\"" song byFrenchy Montana. What are you dancing with
",2,2,1,4,5,2,2,2,1,3,4,2,"""aye ik yall niggaz heard dat pop dat dont stop song byfrenchy Montana WATCHU TWERKIN WIDDDD""
",1,2,1,1,5,1,4,5,4,1,5,1
877,1174,"So, you can ignore me and go with the same people? Let mespare my own feelings.
",,,,,,,,,,,,,"so you can ignore me and go with the same people? lemmespare my own feelings ""
",,,,,,,,,,,,
878,1175,"I hope tomorrow will hurry up and get here. I can't eat or drink after midnightit is going to kill me
",2,3,1,3,3,2,1,3,1,3,4,5,"Hope tomorrow hurry up and gets here. Can't eat or drink after midnightis going to kill me.
",2,4,1,2,3,1,2,3,3,2,4,5
879,1176,"I'm just wondering why you have a Kentucky blue bike. They didn'thave a red one. That's funny.
",,,,,,,,,,,,,"I'm just wondering why you do have a Kentucky blue bike. They didn'thave a red one. Lol
",,,,,,,,,,,,
880,1177,"I just lost respect for Dicky V. Calling Arian Foster a prostitute?Bad choice of words, Vitale
",2,3,1,1,5,2,1,5,1,4,1,1,"Just lost respect for dicky v calling Arian foster a prostitutebad choice of words vitale
",1,2,1,1,5,1,1,4,2,3,4,1
881,1178,"I'm not sure if he's smoking. He denied it! But crack doesn't care who smokes it. People haveseen the effects for years
",,,,,,,,,,,,,"not sure if he smoking he denied it! But crack don't care who smokes it people havesaw the affects for years
",,,,,,,,,,,,
882,1179,"Yes, it's super sad, especially when I see people who used to sell it smoking it, friendwhere did you go wrong
",,,,,,,,,,,,,"yea it's super sad especially when I see cats who use to sell it smoking manwhere did you go wrong
",,,,,,,,,,,,
883,1180,"I am wondering, what am I doing? What directions I need to take. Ready for Godto reveal somethings to me
",2,4,4,5,1,2,1,1,1,4,1,1,"Wondering what in the heck am i doing? What directions i need to take . Ready for Godto reveal somethings to me.
",2,3,1,4,1,2,4,1,3,2,3,1
884,1181,"I didn’t ask seven. I figured she wasn’t interested, but I texted nine and she may have to work. She travels a lot.
",3,2,4,5,1,3,1,1,1,4,1,1,"i didnt ask 7 i figured she wasnt interested, but i text 9 and she may haveto work. She travels alot.",2,4,1,3,2,2,1,2,1,4,3,2
885,1183,"I think I'm coming down with the flu. I hope I don'tend up in someone's ER
",,,,,,,,,,,,,"Think I'm coming down with the flu. I hope I don'tend up in someone's ER
",,,,,,,,,,,,
886,1184,"I swear, all I do is fucking work. I would killto have one Saturday off
",1,3,1,1,5,1,1,5,1,3,4,3,"I swear... All I do is fuckin work. I would killto have one Saturday off.!!!!!
",1,4,1,1,5,1,3,5,1,3,4,4
887,1188,"Yesterday, I would have seen two boxes, but two days ago I saw the twoeye stepping my game up.
",2,5,1,3,2,2,4,1,2,4,3,1,Yesterday I would have saw 2 boxes but 2 days I saw the 2eyes stepping my game up,2,3,1,5,4,2,4,2,3,3,5,2
888,1189,"I really need a monster combination in my life! Focus on thosebands that make you dance
",1,5,1,4,1,3,1,1,1,4,1,1,"I so need a monster combination in my life! Focus on thosebands that make u dance
",2,4,1,5,2,2,1,1,1,4,2,1
889,1190,"I love you, but if this shit wins the Oscar, you will thank me. Because you know the weirder the movie, the more likely it will win
",2,4,1,2,5,2,2,5,1,3,2,1,"I love u but if this shit wins the oscar u will thank me ... Cause u know the the weirder the movie themore likely it will win
",2,3,1,4,4,2,4,4,1,3,1,1
890,1193,"I miss hanging out with my boyfriend when it's fun and we don't argue. These are the timesI cherish the most
",4,2,5,5,1,3,1,1,1,5,2,1,"I miss hanging out with my boyfriend when its all fun no arguments or nothing the timesI cherish the most sometimes!!!
",3,2,4,5,1,2,1,1,1,4,3,1
891,1194,"Then off to my friend's house. I got some beer. I am about todrink until I pass out.
",1,1,1,1,3,1,4,5,3,1,4,1,"Then off to my friend house I got some beer I'm about todrink till I pass out..
",1,2,1,1,4,1,4,5,3,2,5,3
892,1195,"When I went to L.A., it was 8 blocks of homeless people and BeverleyHlls was a block down... Shaking my head.",2,1,2,5,4,1,1,4,1,4,4,1,When I went to LA it was 8 blocks of homeless people and BeverleyHills was a block down..smh,1,3,1,4,5,1,4,5,1,2,4,1
893,1196,"My hair is bogus. The gym really took its toll onit. It is sweated the fuck out.
",2,4,1,1,5,1,3,5,1,3,4,1,"My hair is bogus the gym really took its toll onit..it's sweated the fuck out
",2,2,1,1,4,1,3,5,1,3,4,1
894,1197,"Im about to do something big for Hip Hop in 2014. Just remember, \""Day of Destruction, Game Over\",2,5,1,1,4,2,2,5,1,3,2,1,Im about to do something big for Hip Hop in 2014. Just remember.DAY OF DESTRUCTION!!!! Game Over.,2,5,1,1,4,1,3,4,1,2,4,1
895,1198,"I celebrated one year of sobriety on September 3rd. On October 6th, I'm giving back... Stay tuned fordetails. I understand the struggle",3,4,2,5,1,2,1,1,1,4,1,1,"I CELEBRATED 1 YEAR OF SOBRIETY ON SEPT 3. ON OCT 6, I'M GIVING BACK.. STAY TUNED FORDETAILS. I UNDERSTAND THE STRUGGLE!!!",3,4,5,4,1,2,1,1,1,4,1,1
896,1199,"A lot of the rappers from the past are basically unsavory. I would mention names, but why should I givethem any notoriety? They are foolish
",,,,,,,,,,,,,"A lot of the old school rappers are straight assholes. I would say names but why should I givethem any shine???? Fuckin idiots!!
",,,,,,,,,,,,
897,1200,"I hate when a bitch texts me and asks me when I'm going to come see her, and I say, \""You tell me,\"" and she says, \""I don't know.\"" Bitch, why the fuck did you text me?Whore, fuck, my whole day is ruined
",,,,,,,,,,,,,"I hat when a bitch txt me an ask me when I'm cme see her and I say u tel me and she say idk bitch why df u txt me forhoe fuck my whole day
",,,,,,,,,,,,
898,1202,"It's crazy that people say that they have good sex, but two weeks later after fucking that friend, \""Yeah, she's a whore. Don't kissher because that's a whore.\
",,,,,,,,,,,,,It crazy why ppl say that gt sme good but 2week later tht fuckin that friend yea she a hoe Dnt kissher cuz that a hoe,,,,,,,,,,,,
899,1204,"I went to sleep at 10, now I'm up, but I'm about toforce myself back to sleep",2,3,2,5,1,1,1,1,1,3,2,4,went to sleep at 10 now I'm up but I'm about toforce myself back to sleep,2,4,2,5,1,1,1,1,1,4,2,4
900,1205,"Ok, I'll go today. Do I have to use it before I style my hair or can Iput it on now
",3,3,3,5,1,2,1,1,1,4,1,1,"ok ill go today do I have to use it before I style my hair or can Iput it on it now
",3,2,5,4,1,2,1,1,1,4,3,1
901,1207,"\""World War Z\"" was good. I didn't think it would end the way it did, but it's getting me really excitedfor \""The Walking Dead\""
",,,,,,,,,,,,,"World war z was good. Didn't think it would end the way it did but it's getting me ampedup for The walking dead
",,,,,,,,,,,,
902,1208,"I really need a vacation. I have not been to the beachat all this summer. What the fuck
",2,3,1,1,4,2,1,4,1,3,4,5,"I really need a vacation. I haven't been to the beachat all this summer wtf
",2,2,1,4,4,1,1,5,1,3,4,4
903,1209,"Misa has always been cool. She is ahead of ehr time. She created \""Ghetto Fabulous\""says Steco Don from Diva Magazine
",3,4,3,5,1,4,1,1,1,5,1,1,"- Misa always been FLY!!! Ahead of her Time- she created Ghetto Fabulous-- Stevo Don Diva Magazine
",2,4,1,5,2,2,1,1,1,4,1,1
904,1210,"Yes! That's a very touching song, it gives me chills every time I hear it. I know big brother is smiling down on you, Rest in Peace, Mel.down on you, Rest in Peace, Mel
",2,1,2,5,1,2,3,1,1,3,4,1,"yes!!! Thats a very touching song, it gives me chills errytime I hear it. I know big bruh smilindown on u:-) RIP Mel
",2,1,3,5,3,1,4,2,2,3,4,1
905,1212,"This post. I heard there were 2 kids living that \""you only live once\"" life at \""Electric Zoo\"". You all betteract like Bran Nubian and",2,3,1,1,5,1,2,4,2,2,4,1,THIS herd 2 kids was living that yolo life at electric zoo. yall betterdo like bran nubian and,2,3,1,1,3,1,4,5,2,2,4,1
906,1215,"I am playing fantasy football with my job. I have the raven's defense and RayRice. I am getting points. Yes
",2,3,5,5,1,3,1,1,1,5,1,1,"Im playing fantasy football with my job.. and I got the raven defense and rayrice… I'm getting points.. yesss!!
",2,3,2,5,1,3,1,1,1,4,1,1
907,1216,"I was in health/gym when they took the towers out, and my principal got on the intercom andgave a speech about terrorism
",3,1,4,5,1,2,1,1,1,3,2,1,"I was in health/gym when they took the towers out and my principal got on the intercom andgave a speech about terrorism
",2,1,4,5,1,2,3,1,2,3,2,1
908,1217,"I will be in the gym getting it in, man... When its all said and done, Twitter and Instagram are just going to have to letme flourish in my nakedness
",2,4,1,1,5,1,3,5,1,2,4,1,"I be in the gym getting it in man.. When its all said and done twitter n instagram just gonna have to letme flourish in my nakedness
",2,4,1,1,4,2,2,4,3,3,4,1
909,1219,"I just read the funniest description of Chief Keef. \""Keef, who has a mop top of noodling dreadlocks that hangpast his eye shaggy-dog style.\
",,,,,,,,,,,,,"I just read the funniest description of Chief keef ""Keef, who has a mop top of noodling dreadlocks that hangpast his eyes shaggy-dog style
",,,,,,,,,,,,
910,1220,"That's funny; Bears fans harassed Tony D on Twitter, saying, \""Man, get\""your thoughts in order and believe.\
",,,,,,,,,,,,,"Lmao bears fans harassed tony d on twitter like nigga getyour mind right and believe
",,,,,,,,,,,,
911,1222,"Hopefully, it's just the quality that threw me off, but he also should have waited until next year, especially afterhow great one was
",3,2,2,5,1,2,2,1,1,4,2,1,hopefully its just the quality that threw me off but he also should have waited until next year esp afterthe dope ness of 1,3,4,1,3,1,2,3,1,1,3,2,2
912,1223,"European wine simply tastes different. I was over there for a month and a half and drank daily at random and neverhad any horrible tasting wine
",,,,,,,,,,,,,"European wine just taste diff man… I was over there a month and a half and drank daily at random and neverhad any bad tasting wine
",,,,,,,,,,,,
913,1224,"It completely threw me for a loophole when it came to whatI thought was my preference.
",,,,,,,,,,,,,"It totally threw me for a loophole when it came to whatI thought was my preference
",,,,,,,,,,,,
914,1225,"Straight cooling, in relax mode. This CD is the truth. You have got down on this one. I lovekmichelle because she is so real.
",3,2,4,5,2,2,1,1,1,4,2,1,"Straight cooln.....in relax mode....this cd is the truth......you got down on this one....... I lovekmichelle cause she so real
",2,2,4,3,1,1,2,1,2,3,4,2
915,1226,"Rest in peace, Antonio, I miss you. That stuff is crazy how you left so soon,save me a spot. 
",2,3,1,4,2,1,5,2,5,2,4,1,"Rip Antonio I miss you, that shit crazy how you left so soon,save me a spot ♡
",2,3,1,3,5,1,3,3,2,2,5,1
916,1227,"Showing off for Twitter. That shit is so old, man you are going to be feeling some type of way when I say \""I'm donewith your goofy ass!\""
",,,,,,,,,,,,,"Showing of for twitter tht sht bigg dead cuh yu gone be feeling some type of way when I say Im donewth yo goofy asssz .!
",,,,,,,,,,,,
917,1228,"I know, they just accept the three million dollar contract, and give methe five hundred thousand they can't decide on
",,,,,,,,,,,,,I have an idea..they accept the $3m deal and just give methe $500k they disagree on,,,,,,,,,,,,
918,1229,"Whaf if I tell you that I love you but I’ve got other dudes, and when I’m not with you, I’m with my other MOVES.
",,,,,,,,,,,,,"What If I Tell U That I Love U But I Got Otha Dudes . && When Im Not With U ImWith My Otha MOVES .
",,,,,,,,,,,,
919,1230,"Going through old direct message and shit on Twitter, thinking to myself; \""I wasa freak, haha\"" back then
",2,1,2,3,2,1,4,4,3,2,4,1,"Going through old DM and shit on twitter thinking to myself I wasa freak lol back then
",1,3,1,1,4,1,3,4,3,2,4,1
920,1232,"I wish I had more hands so I could give all of thesefootball posts more \""thumbs down\""
",1,2,2,5,4,1,1,4,2,4,3,1,"I wish I had more hands so I could give all thesefootball posts more thumbs downnn
",2,1,2,3,4,2,1,4,2,3,4,1
921,1233,"What the deuce? ... I hate the smell of spray tan...This stuff has to go
",2,4,1,2,4,1,1,5,1,3,5,1,"What the deuce. .. I hate the smell of spray tan...this shit gots ta go.
",1,2,1,1,4,1,1,5,1,3,5,1
922,1234,"I'm lucky I don't have to live there, I would only go there because it's thepeople that I know there
",,,,,,,,,,,,,"Lucky I ain't have to grow there I would only go there cuz it'sniggas that I know there
",,,,,,,,,,,,
923,1235,"I want a \""Sew In\"" now, so I can flip andswerve. Ahaha, I'm funny as fuck
",,,,,,,,,,,,,"I Wanna A Sew In Now.. So I Can Flip AndSwerve Ahaha Im Funny Af
",,,,,,,,,,,,
924,1231,"My favorite songs from Dreamgirls are; \""Move\"", \""We Are A Family\"", \""IAm Changing\"", \""Patience\"", and \""Dreamgirls\""
",4,5,2,3,1,4,1,1,1,5,1,1,"My favorite songs from Dreamgirls are Move, We Are A Family, IAm Changing, Patience, and Dreamgirls.
",3,5,3,5,1,4,1,1,1,4,2,1
925,1236,"I'm going to \""Schnuck's\"" to get every flavor of 32 ounce Power-Aid. Two for $1, haha, judge me,but you probably want one",2,4,1,3,2,1,3,2,1,3,4,1,Goin to schnucks to gt every flavor 32oz power-aid 2/$1 lol judge me..but u probably want one,2,4,1,4,2,1,4,1,2,3,4,1
926,1237,"Feeling said, but this chocolate cupcake is going to make me smile. I'm joking. Judgeme all you want
",4,1,3,5,1,3,1,1,1,5,1,1,"Feeling dwn ..but this chocolate cupcake is gona make me smile :) lol judgeme all u want !
",3,2,2,5,1,2,2,2,1,4,2,1
